Time [sec]          Ch 1 [K]  Ch 2 [K]  Ch 3 [K]  Ch 4 [K]  
1539648661          13.28     12.74     405.23    500.00    
1539648693          13.35     12.82     408.45    500.00    
1539648725          13.38     12.66     407.16    500.00    
1539648758          13.24     12.77     400.48    500.00    
1539648790          13.37     12.77     402.12    500.00    
1539648822          13.31     12.62     403.43    500.00    
1539648854          13.69     13.22     408.32    500.00    
1539648886          14.46     13.81     414.28    500.00    
1539648919          14.77     14.22     416.78    500.00    
1539648951          15.07     14.58     419.22    500.00    
1539648983          15.28     14.62     423.57    500.00    
1539649015          15.27     14.82     425.06    500.00    
1539649047          15.45     14.90     423.43    500.00    
1539649080          15.46     14.83     424.17    500.00    
1539649112          15.45     15.00     422.70    500.00    
1539649144          15.57     14.95     425.11    500.00    
1539649176          15.49     14.95     426.90    500.00    
1539649208          15.53     15.05     429.18    500.00    
1539649241          15.59     14.94     426.52    500.00    
1539649273          15.50     15.05     428.37    500.00    
1539649305          15.62     15.09     419.77    500.00    
1539649337          15.62     14.98     423.36    500.00    
1539649369          15.58     15.14     428.05    500.00    
1539649402          15.66     15.06     431.39    500.00    
1539649434          15.57     15.02     428.78    500.00    
1539649466          15.60     15.12     426.38    500.00    
1539649498          15.65     15.01     425.79    500.00    
1539649530          15.52     15.06     423.60    500.00    
1539649563          15.63     15.10     421.81    500.00    
1539649595          15.61     14.97     421.74    500.00    
1539649627          15.56     15.12     423.06    500.00    
1539649659          15.67     15.07     425.39    500.00    
1539649691          15.57     15.02     423.40    500.00    
1539649724          15.58     15.10     424.97    500.00    
1539649756          15.62     14.98     425.54    500.00    
1539649788          15.50     15.05     427.81    500.00    
1539649820          15.62     15.08     427.09    500.00    
1539649852          15.58     14.96     427.02    500.00    
1539649885          15.55     15.09     422.99    500.00    
1539649917          15.63     15.01     426.89    500.00    
1539649949          15.53     15.02     427.12    500.00    
1539649981          15.58     15.09     427.67    500.00    
1539650013          15.60     14.95     427.96    500.00    
1539650046          15.49     15.05     425.96    500.00    
1539650078          15.60     15.02     424.65    500.00    
1539650110          15.53     14.93     419.78    500.00    
1539650142          15.53     15.06     421.31    500.00    
1539650174          15.60     14.96     421.96    500.00    
1539650207          15.46     14.98     427.44    500.00    
1539650239          15.57     15.06     424.74    500.00    
1539650271          15.58     14.94     424.23    500.00    
1539650303          15.49     15.04     424.78    500.00    
1539650335          15.59     15.00     424.83    500.00    
1539650368          15.50     14.94     421.15    500.00    
1539650400          15.54     15.06     422.82    500.00    
1539650432          15.59     14.94     426.11    500.00    
1539650464          15.47     15.01     427.22    500.00    
1539650496          15.55     15.02     425.86    500.00    
1539650529          15.53     14.91     427.93    500.00    
1539650561          15.49     15.02     429.13    500.00    
1539650593          15.58     14.95     427.52    500.00    
1539650625          15.48     14.97     426.59    500.00    
1539650657          15.54     15.04     427.63    500.00    
1539650690          15.54     14.90     426.06    500.00    
1539650722          15.45     15.01     423.49    500.00    
1539650754          15.55     14.95     421.99    500.00    
1539650786          15.45     14.93     419.55    500.00    
1539650818          15.51     15.01     423.99    500.00    
1539650851          15.52     14.87     426.13    500.00    
1539650883          15.44     14.98     424.07    500.00    
1539650915          15.54     14.94     424.01    500.00    
1539650947          15.43     14.92     425.53    500.00    
1539650979          15.49     14.99     428.71    500.00    
1539651012          15.50     14.86     429.53    500.00    
1539651044          15.42     14.97     432.63    500.00    
1539651076          15.53     14.93     431.83    500.00    
1539651108          15.44     14.91     426.82    500.00    
1539651140          15.48     14.99     424.14    500.00    
1539651173          15.51     14.87     425.86    500.00    
1539651205          15.41     14.96     428.26    500.00    
1539651237          15.51     14.93     429.42    500.00    
1539651269          15.44     14.88     429.77    500.00    
1539651301          15.47     14.98     431.09    500.00    
1539651334          15.50     14.86     431.13    500.00    
1539651366          15.40     14.95     430.23    500.00    
1539651398          15.50     14.94     427.99    500.00    
1539651430          15.43     14.86     425.38    500.00    
1539651462          15.46     14.97     424.81    500.00    
1539651495          15.51     14.86     424.91    500.00    
1539651527          15.40     14.95     422.14    500.00    
1539651559          15.50     14.92     419.39    500.00    
1539651591          15.42     14.88     421.33    500.00    
1539651623          15.46     14.97     421.32    500.00    
1539651656          15.49     14.85     421.69    500.00    
1539651688          15.41     14.95     420.26    500.00    
1539651720          15.51     14.90     424.26    500.00    
1539651752          15.43     14.92     425.65    500.00    
1539651784          15.49     14.99     429.81    500.00    
1539651817          15.49     14.86     429.80    500.00    
1539651849          15.44     14.97     425.07    500.00    
1539651881          15.52     14.89     420.47    500.00    
1539651913          15.40     14.91     424.51    500.00    
1539651945          15.49     14.97     425.03    500.00    
1539651978          15.47     14.87     426.44    500.00    
1539652010          15.44     14.98     422.63    500.00    
1539652042          15.51     14.88     419.48    500.00    
1539652074          15.38     14.93     418.77    500.00    
1539652106          15.48     14.94     419.11    500.00    
1539652139          15.43     14.85     422.11    500.00    
1539652171          15.44     14.96     420.95    500.00    
1539652203          15.49     14.85     418.39    500.00    
1539652235          15.39     14.94     417.89    500.00    
1539652267          15.49     14.91     418.63    500.00    
1539652300          15.41     14.86     418.98    500.00    
1539652332          15.47     14.97     424.46    500.00    
1539652364          15.48     14.84     424.29    500.00    
1539652396          15.39     14.95     418.31    500.00    
1539652428          15.50     14.92     422.73    500.00    
1539652461          15.41     14.87     423.08    500.00    
1539652493          15.47     14.97     424.10    500.00    
1539652525          15.49     14.84     429.01    500.00    
1539652557          15.38     14.93     427.38    500.00    
1539652589          15.49     14.90     423.55    500.00    
1539652622          15.40     14.88     427.56    500.00    
1539652654          15.46     14.96     427.37    500.00    
1539652686          15.46     14.82     423.80    500.00    
1539652718          15.39     14.94     426.98    500.00    
1539652750          15.49     14.88     425.43    500.00    
1539652783          15.39     14.88     425.39    500.00    
1539652815          15.46     14.96     423.65    500.00    
1539652847          15.47     14.83     426.65    500.00    
1539652879          15.40     14.94     428.95    500.00    
1539652911          15.50     14.89     426.02    500.00    
1539652944          15.40     14.88     422.34    500.00    
1539652976          15.47     14.98     422.34    500.00    
1539653008          15.47     14.84     420.90    500.00    
1539653040          15.40     14.95     421.56    500.00    
1539653072          15.51     14.91     423.96    500.00    
1539653105          15.41     14.90     425.43    500.00    
1539653137          15.48     14.97     426.55    500.00    
1539653169          15.47     14.83     427.06    500.00    
1539653201          15.40     14.95     427.08    500.00    
1539653233          15.51     14.90     425.70    500.00    
1539653266          15.39     14.89     425.37    500.00    
1539653298          15.48     14.97     422.04    500.00    
1539653330          15.48     14.84     424.43    500.00    
1539653362          15.41     14.96     425.83    500.00    
1539653394          15.51     14.89     425.41    500.00    
1539653427          15.40     14.91     423.75    500.00    
1539653459          15.48     14.97     425.36    500.00    
1539653491          15.47     14.84     425.52    500.00    
1539653523          15.44     14.98     421.82    500.00    
1539653555          15.53     14.90     420.74    500.00    
1539653588          15.41     14.91     421.74    500.00    
1539653620          15.48     14.97     420.04    500.00    
1539653652          15.47     14.85     424.44    500.00    
1539653684          15.41     14.97     429.40    500.00    
1539653716          15.51     14.90     427.96    500.00    
1539653749          15.40     14.90     428.21    500.00    
1539653781          15.48     14.97     427.04    500.00    
1539653813          15.47     14.82     427.52    500.00    
1539653845          15.40     14.95     423.97    500.00    
1539653878          15.51     14.91     430.85    500.00    
1539653910          15.40     14.88     429.02    500.00    
1539653942          15.46     14.97     425.60    500.00    
1539653974          15.48     14.84     428.04    500.00    
1539654006          15.38     14.93     427.68    500.00    
1539654039          15.49     14.90     429.33    500.00    
1539654071          15.42     14.88     427.88    500.00    
1539654103          15.45     14.96     427.69    500.00    
1539654135          15.48     14.84     426.84    500.00    
1539654167          15.37     14.92     425.69    500.00    
1539654200          15.48     14.92     427.81    500.00    
1539654232          15.42     14.84     426.03    500.00    
1539654264          15.56     15.09     427.59    500.00    
1539654296          16.02     15.40     431.08    500.00    
1539654328          16.27     15.83     431.84    500.00    
1539654361          16.64     16.14     432.14    500.00    
1539654393          16.84     16.28     437.82    500.00    
1539654425          17.00     16.57     439.39    500.00    
1539654457          17.20     16.63     438.27    500.00    
1539654489          17.21     16.77     436.46    500.00    
1539654522          17.36     16.91     438.65    500.00    
1539654554          17.41     16.86     441.68    500.00    
1539654586          17.42     17.01     444.43    500.00    
1539654618          17.52     16.99     443.06    500.00    
1539654650          17.46     17.03     439.96    500.00    
1539654683          17.55     17.09     442.75    500.00    
1539654715          17.56     17.00     441.76    500.00    
1539654747          17.52     17.12     442.23    500.00    
1539654779          17.61     17.07     439.15    500.00    
1539654811          17.52     17.10     438.32    500.00    
1539654844          17.59     17.14     440.07    500.00    
1539654876          17.59     17.04     442.27    500.00    
1539654908          17.55     17.15     445.56    500.00    
1539654940          17.63     17.09     441.49    500.00    
1539654972          17.54     17.12     439.38    500.00    
1539655005          17.61     17.16     441.22    500.00    
1539655037          17.60     17.06     441.37    500.00    
1539655069          17.57     17.16     439.14    500.00    
1539655101          17.64     17.10     438.22    500.00    
1539655133          17.55     17.12     440.88    500.00    
1539655166          17.61     17.16     439.46    500.00    
1539655198          17.60     17.05     441.63    500.00    
1539655230          17.55     17.16     436.61    500.00    
1539655262          17.63     17.10     433.70    500.00    
1539655294          17.54     17.11     433.98    500.00    
1539655327          17.60     17.15     440.40    500.00    
1539655359          17.59     17.04     444.67    500.00    
1539655391          17.55     17.14     440.74    500.00    
1539655423          17.62     17.08     443.19    500.00    
1539655455          17.52     17.12     442.75    500.00    
1539655488          17.59     17.13     445.33    500.00    
1539655520          17.57     17.04     443.04    500.00    
1539655552          17.56     17.14     441.93    500.00    
1539655584          17.61     17.06     443.81    500.00    
1539655616          17.52     17.12     441.73    500.00    
1539655649          17.60     17.13     438.14    500.00    
1539655681          17.55     17.05     439.63    500.00    
1539655713          17.58     17.15     437.17    500.00    
1539655745          17.60     17.04     436.98    500.00    
1539655777          17.52     17.12     437.43    500.00    
1539655810          17.60     17.10     435.47    500.00    
1539655842          17.53     17.07     437.27    500.00    
1539655874          17.57     17.14     442.84    500.00    
1539655906          17.60     17.04     445.01    500.00    
1539655938          17.51     17.12     439.89    500.00    
1539655971          17.60     17.08     438.64    500.00    
1539656003          17.52     17.08     442.41    500.00    
1539656035          17.57     17.13     443.31    500.00    
1539656067          17.57     17.02     443.12    500.00    
1539656099          17.52     17.11     439.22    500.00    
1539656132          17.58     17.05     438.47    500.00    
1539656164          17.52     17.09     440.07    500.00    
1539656196          17.59     17.15     443.07    500.00    
1539656228          17.58     17.03     444.03    500.00    
1539656260          17.53     17.14     440.55    500.00    
1539656293          17.61     17.09     438.72    500.00    
1539656325          17.52     17.09     435.88    500.00    
1539656357          17.59     17.14     439.31    500.00    
1539656389          17.59     17.03     438.82    500.00    
1539656421          17.52     17.12     441.40    500.00    
1539656454          17.61     17.09     441.74    500.00    
1539656486          17.52     17.08     438.54    500.00    
1539656518          17.58     17.14     441.49    500.00    
1539656550          17.58     17.03     437.63    500.00    
1539656582          17.52     17.12     437.50    500.00    
1539656615          17.60     17.08     438.16    500.00    
1539656647          17.53     17.08     439.23    500.00    
1539656679          17.59     17.15     440.80    500.00    
1539656711          17.61     17.06     441.08    500.00    
1539656743          17.55     17.15     444.57    500.00    
1539656776          17.61     17.08     439.88    500.00    
1539656808          17.52     17.06     437.44    500.00    
1539656840          17.59     17.15     440.02    500.00    
1539656872          17.60     17.04     442.93    500.00    
1539656904          17.54     17.15     440.26    500.00    
1539656937          17.65     17.13     437.75    500.00    
1539656969          17.57     17.13     442.11    500.00    
1539657001          17.62     17.18     445.04    500.00    
1539657033          17.62     17.07     447.47    500.00    
1539657065          17.58     17.18     444.76    500.00    
1539657098          17.65     17.13     441.76    500.00    
1539657130          17.57     17.14     442.87    500.00    
1539657162          17.62     17.18     441.16    500.00    
1539657194          17.60     17.05     438.94    500.00    
1539657226          17.55     17.15     441.52    500.00    
1539657259          17.62     17.08     441.06    500.00    
1539657291          17.53     17.11     439.25    500.00    
1539657323          17.59     17.15     439.00    500.00    
1539657355          17.58     17.04     438.92    500.00    
1539657387          17.56     17.15     438.67    500.00    
1539657420          17.62     17.09     435.45    500.00    
1539657452          17.53     17.10     434.64    500.00    
1539657484          17.59     17.14     441.02    500.00    
1539657516          17.58     17.04     442.56    500.00    
1539657548          17.53     17.13     442.32    500.00    
1539657581          17.60     17.07     442.51    500.00    
1539657613          17.51     17.09     439.49    500.00    
1539657645          17.57     17.12     443.27    500.00    
1539657677          17.56     17.02     446.62    500.00    
1539657709          17.52     17.11     442.14    500.00    
1539657742          17.58     17.05     445.23    500.00    
1539657774          17.49     17.08     442.24    500.00    
1539657806          17.55     17.10     439.94    500.00    
1539657838          17.54     17.00     445.13    500.00    
1539657870          17.51     17.10     443.36    500.00    
1539657903          17.57     17.03     444.25    500.00    
1539657935          17.47     17.06     443.90    500.00    
1539657967          17.53     17.08     441.97    500.00    
1539657999          17.51     16.98     442.27    500.00    
1539658031          17.51     17.09     437.83    500.00    
1539658064          17.55     17.00     436.38    500.00    
1539658096          17.46     17.05     436.79    500.00    
1539658128          17.53     17.06     440.58    500.00    
1539658160          17.49     16.98     443.75    500.00    
1539658192          17.48     17.07     443.98    500.00    
1539658225          17.54     16.99     444.43    500.00    
1539658257          17.45     17.05     445.62    500.00    
1539658289          17.53     17.05     444.26    500.00    
1539658321          17.50     16.98     443.70    500.00    
1539658353          17.48     17.06     446.70    500.00    
1539658386          17.57     17.03     443.12    500.00    
1539658418          17.50     17.09     441.30    500.00    
1539658450          17.57     17.12     442.30    500.00    
1539658482          17.57     17.03     440.65    500.00    
1539658514          17.53     17.12     444.49    500.00    
1539658547          17.59     17.07     447.27    500.00    
1539658579          17.51     17.07     449.68    500.00    
1539658611          17.54     17.11     447.76    500.00    
1539658643          17.55     17.00     442.80    500.00    
1539658675          17.48     17.08     440.66    500.00    
1539658708          17.55     17.04     439.99    500.00    
1539658740          17.49     17.01     439.54    500.00    
1539658772          17.51     17.08     442.83    500.00    
1539658804          17.52     16.97     441.83    500.00    
1539658836          17.44     17.05     438.93    500.00    
1539658869          17.52     17.03     437.90    500.00    
1539658901          17.47     16.98     441.28    500.00    
1539658933          17.52     17.09     440.43    500.00    
1539658965          17.61     17.05     441.05    500.00    
1539658997          17.51     17.11     440.48    500.00    
1539659030          17.60     17.13     437.00    500.00    
1539659062          17.59     17.08     439.68    500.00    
1539659094          17.61     17.20     439.51    500.00    
1539659126          17.65     17.11     443.00    500.00    
1539659158          17.55     17.14     449.02    500.00    
1539659191          17.61     17.14     444.93    500.00    
1539659223          17.56     17.03     445.61    500.00    
1539659255          17.52     17.11     444.14    500.00    
1539659287          17.57     17.04     441.90    500.00    
1539659319          17.48     17.06     440.31    500.00    
1539659352          17.53     17.08     440.57    500.00    
1539659384          17.52     16.98     442.68    500.00    
1539659416          17.47     17.07     446.46    500.00    
1539659448          17.55     17.03     445.49    500.00    
1539659480          17.48     17.03     441.43    500.00    
1539659513          17.51     17.08     441.61    500.00    
1539659545          17.53     16.98     442.39    500.00    
1539659577          17.45     17.06     442.13    500.00    
1539659609          17.52     17.03     436.55    500.00    
1539659641          17.47     16.97     434.89    500.00    
1539659674          17.58     17.16     435.38    500.00    
1539659706          17.96     17.43     438.90    500.00    
1539659738          18.25     17.84     438.74    500.00    
1539659770          18.60     18.16     443.37    500.00    
1539659802          18.83     18.33     446.46    500.00    
1539659835          19.00     18.60     446.90    500.00    
1539659867          19.21     18.71     449.63    500.00    
1539659899          19.27     18.86     454.82    500.00    
1539659931          19.41     18.99     454.02    500.00    
1539659963          19.49     18.99     448.76    500.00    
1539659996          19.52     19.13     455.43    500.00    
1539660028          19.61     19.14     457.07    500.00    
1539660060          19.58     19.18     455.66    500.00    
1539660092          19.66     19.25     451.90    500.00    
1539660124          19.68     19.19     453.56    500.00    
1539660157          19.66     19.27     453.84    500.00    
1539660189          19.72     19.25     450.33    500.00    
1539660221          19.66     19.27     449.38    500.00    
1539660253          19.71     19.30     453.61    500.00    
1539660285          19.71     19.23     454.08    500.00    
1539660318          19.69     19.30     450.68    500.00    
1539660350          19.73     19.25     450.58    500.00    
1539660382          19.67     19.29     450.59    500.00    
1539660414          19.72     19.31     454.51    500.00    
1539660446          19.71     19.24     456.01    500.00    
1539660479          19.70     19.31     456.83    500.00    
1539660511          19.73     19.23     457.54    500.00    
1539660543          19.65     19.27     454.04    500.00    
1539660575          19.70     19.28     455.14    500.00    
1539660607          19.69     19.23     456.06    500.00    
1539660640          19.69     19.31     452.90    500.00    
1539660672          19.73     19.25     453.16    500.00    
1539660704          19.67     19.29     455.23    500.00    
1539660736          19.73     19.31     457.57    500.00    
1539660768          19.72     19.26     456.00    500.00    
1539660801          19.71     19.32     454.41    500.00    
1539660833          19.76     19.27     454.55    500.00    
1539660865          19.71     19.33     455.32    500.00    
1539660897          19.77     19.35     457.43    500.00    
1539660929          19.75     19.28     456.07    500.00    
1539660962          19.73     19.34     456.64    500.00    
1539660994          19.75     19.26     455.27    500.00    
1539661026          19.71     19.33     456.71    500.00    
1539661058          19.76     19.34     455.43    500.00    
1539661091          19.75     19.29     455.20    500.00    
1539661123          19.74     19.35     454.76    500.00    
1539661155          19.79     19.29     458.11    500.00    
1539661187          19.72     19.34     452.31    500.00    
1539661219          19.76     19.33     453.66    500.00    
1539661252          19.73     19.28     456.92    500.00    
1539661284          19.73     19.34     457.68    500.00    
1539661316          19.76     19.27     454.65    500.00    
1539661348          19.70     19.32     456.10    500.00    
1539661380          19.77     19.33     455.39    500.00    
1539661413          19.73     19.30     457.58    500.00    
1539661445          19.73     19.34     456.63    500.00    
1539661477          19.74     19.25     454.09    500.00    
1539661509          19.70     19.32     455.06    500.00    
1539661541          19.75     19.30     457.29    500.00    
1539661574          19.70     19.27     460.24    500.00    
1539661606          19.71     19.32     453.19    500.00    
1539661638          19.75     19.25     450.29    500.00    
1539661670          19.71     19.34     452.22    500.00    
1539661702          19.79     19.35     452.83    500.00    
1539661735          19.77     19.33     454.33    500.00    
1539661767          19.77     19.38     456.18    500.00    
1539661799          19.77     19.28     457.30    500.00    
1539661831          19.70     19.32     458.30    500.00    
1539661863          19.75     19.31     460.42    500.00    
1539661896          19.70     19.27     456.61    500.00    
1539661928          19.73     19.33     454.36    500.00    
1539661960          19.75     19.26     453.78    500.00    
1539661992          19.69     19.31     457.25    500.00    
1539662024          19.74     19.29     460.10    500.00    
1539662057          19.70     19.26     455.54    500.00    
1539662089          19.69     19.30     454.30    500.00    
1539662121          19.73     19.23     456.76    500.00    
1539662153          19.69     19.31     455.95    500.00    
1539662185          19.74     19.30     453.56    500.00    
1539662218          19.70     19.25     451.17    500.00    
1539662250          19.71     19.32     452.05    500.00    
1539662282          19.75     19.25     457.31    500.00    
1539662314          19.70     19.32     459.66    500.00    
1539662346          19.76     19.32     460.42    500.00    
1539662379          19.72     19.29     457.43    500.00    
1539662411          19.74     19.34     456.36    500.00    
1539662443          19.76     19.27     454.36    500.00    
1539662475          19.70     19.33     452.27    500.00    
1539662507          19.76     19.32     456.10    500.00    
1539662540          19.73     19.29     454.82    500.00    
1539662572          19.74     19.35     455.51    500.00    
1539662604          19.75     19.27     460.51    500.00    
1539662636          19.69     19.31     458.12    500.00    
1539662668          19.74     19.30     458.61    500.00    
1539662701          19.69     19.26     462.53    500.00    
1539662733          19.70     19.30     460.22    500.00    
1539662765          19.71     19.22     451.01    500.00    
1539662797          19.66     19.28     452.18    500.00    
1539662829          19.71     19.26     459.04    500.00    
1539662862          19.67     19.24     459.55    500.00    
1539662894          19.69     19.29     457.20    500.00    
1539662926          19.71     19.21     459.03    500.00    
1539662958          19.65     19.28     455.64    500.00    
1539662990          19.70     19.27     456.45    500.00    
1539663023          19.67     19.21     454.35    500.00    
1539663055          19.68     19.29     452.67    500.00    
1539663087          19.71     19.22     455.35    500.00    
1539663119          19.64     19.26     453.36    500.00    
1539663151          19.69     19.27     455.82    500.00    
1539663184          19.67     19.19     457.09    500.00    
1539663216          19.65     19.27     455.83    500.00    
1539663248          19.70     19.24     459.12    500.00    
1539663280          19.65     19.25     459.13    500.00    
1539663312          19.69     19.29     454.18    500.00    
1539663345          19.71     19.21     449.88    500.00    
1539663377          19.65     19.27     453.84    500.00    
1539663409          19.71     19.26     454.50    500.00    
1539663441          19.67     19.23     452.57    500.00    
1539663473          19.68     19.29     452.88    500.00    
1539663506          19.70     19.22     453.75    500.00    
1539663538          19.64     19.26     455.62    500.00    
1539663570          19.69     19.27     455.55    500.00    
1539663602          19.68     19.21     453.50    500.00    
1539663634          19.67     19.28     457.25    500.00    
1539663667          19.70     19.22     457.39    500.00    
1539663699          19.64     19.25     455.97    500.00    
1539663731          19.68     19.27     454.68    500.00    
1539663763          19.68     19.20     454.52    500.00    
1539663795          19.66     19.28     456.54    500.00    
1539663828          19.70     19.22     455.22    500.00    
1539663860          19.64     19.25     459.23    500.00    
1539663892          19.68     19.27     456.57    500.00    
1539663924          19.68     19.20     456.81    500.00    
1539663956          19.66     19.27     454.11    500.00    
1539663989          19.71     19.23     450.87    500.00    
1539664021          19.65     19.25     451.13    500.00    
1539664053          19.70     19.29     453.44    500.00    
1539664085          19.70     19.21     456.30    500.00    
1539664117          19.66     19.28     455.55    500.00    
1539664150          19.70     19.24     460.08    500.00    
1539664182          19.64     19.25     458.43    500.00    
1539664214          19.68     19.27     455.84    500.00    
1539664246          19.68     19.20     453.43    500.00    
1539664278          19.66     19.27     451.45    500.00    
1539664311          19.70     19.23     454.88    500.00    
1539664343          19.64     19.26     457.73    500.00    
1539664375          19.69     19.28     451.22    500.00    
1539664407          19.68     19.20     447.65    500.00    
1539664439          19.65     19.27     452.49    500.00    
1539664472          19.70     19.23     454.11    500.00    
1539664504          19.65     19.26     454.46    500.00    
1539664536          19.69     19.29     457.31    500.00    
1539664568          19.69     19.21     452.11    500.00    
1539664600          19.66     19.28     456.45    500.00    
1539664633          19.70     19.23     457.41    500.00    
1539664665          19.65     19.26     455.31    500.00    
1539664697          19.70     19.29     456.42    500.00    
1539664729          19.68     19.21     454.32    500.00    
1539664761          19.67     19.29     453.62    500.00    
1539664794          19.71     19.23     451.32    500.00    
1539664826          19.65     19.26     457.25    500.00    
1539664858          19.70     19.28     454.24    500.00    
1539664890          19.69     19.21     456.90    500.00    
1539664922          19.66     19.27     461.50    500.00    
1539664955          19.70     19.22     461.94    500.00    
1539664987          19.64     19.26     458.37    500.00    
1539665019          19.69     19.27     456.21    500.00    
1539665051          19.69     19.21     455.54    500.00    
1539665083          19.76     19.38     454.22    500.00    
1539665116          20.09     19.63     456.74    500.00    
1539665148          20.39     20.03     458.29    500.00    
1539665180          20.77     20.35     460.25    500.00    
1539665212          21.06     20.56     460.34    500.00    
1539665244          21.30     20.84     461.78    500.00    
1539665277          21.57     21.00     466.84    500.00    
1539665309          21.72     21.17     469.45    500.00    
1539665341          21.91     21.34     464.18    500.00    
1539665373          22.05     21.39     470.16    500.00    
1539665405          22.12     21.53     471.29    500.00    
1539665438          22.26     21.61     469.79    500.00    
1539665470          22.30     21.63     471.24    500.00    
1539665502          22.37     21.74     476.11    500.00    
1539665534          22.45     21.72     474.68    500.00    
1539665566          22.43     21.79     474.61    500.00    
1539665599          22.51     21.83     472.00    500.00    
1539665631          22.54     21.80     473.30    500.00    
1539665663          22.52     21.86     474.26    500.00    
1539665695          22.58     21.85     475.60    500.00    
1539665727          22.54     21.86     478.47    500.00    
1539665760          22.57     21.89     476.18    500.00    
1539665792          22.58     21.82     473.53    500.00    
1539665824          22.53     21.87     473.10    500.00    
1539665856          22.58     21.87     469.48    500.00    
1539665888          22.55     21.84     468.53    500.00    
1539665921          22.55     21.89     470.11    500.00    
1539665953          22.60     21.86     468.93    500.00    
1539665985          22.55     21.88     468.64    500.00    
1539666017          22.58     21.90     472.64    500.00    
1539666049          22.60     21.84     471.43    500.00    
1539666082          22.54     21.89     470.82    500.00    
1539666114          22.59     21.88     471.68    500.00    
1539666146          22.58     21.86     475.94    500.00    
1539666178          22.57     21.91     477.03    500.00    
1539666210          22.61     21.87     475.71    500.00    
1539666243          22.56     21.89     472.27    500.00    
1539666275          22.61     21.92     470.51    500.00    
1539666307          22.62     21.85     471.12    500.00    
1539666339          22.57     21.90     471.30    500.00    
1539666371          22.61     21.89     466.42    500.00    
1539666404          22.57     21.86     467.25    500.00    
1539666436          22.58     21.91     471.18    500.00    
1539666468          22.62     21.87     473.14    500.00    
1539666500          22.56     21.89     469.97    500.00    
1539666532          22.60     21.92     470.65    500.00    
1539666565          22.62     21.85     471.85    500.00    
1539666597          22.57     21.91     471.30    500.00    
1539666629          22.63     21.93     472.32    500.00    
1539666661          22.62     21.88     470.53    500.00    
1539666693          22.60     21.93     467.93    500.00    
1539666726          22.64     21.90     468.08    500.00    
1539666758          22.59     21.91     469.46    500.00    
1539666790          22.63     21.94     467.09    500.00    
1539666822          22.65     21.88     466.28    500.00    
1539666854          22.60     21.93     468.25    500.00    
1539666887          22.66     21.94     472.20    500.00    
1539666919          22.64     21.90     470.42    500.00    
1539666951          22.62     21.95     474.67    500.00    
1539666983          22.66     21.91     470.50    500.00    
1539667015          22.61     21.93     470.47    500.00    
1539667048          22.65     21.95     469.30    500.00    
1539667080          22.66     21.89     468.31    500.00    
1539667112          22.60     21.93     465.41    500.00    
1539667144          22.65     21.91     465.78    500.00    
1539667176          22.61     21.92     470.66    500.00    
1539667209          22.64     21.95     471.14    500.00    
1539667241          22.66     21.88     472.20    500.00    
1539667273          22.61     21.94     469.66    500.00    
1539667305          22.66     21.93     468.64    500.00    
1539667337          22.63     21.92     461.95    500.00    
1539667370          22.64     21.96     462.27    500.00    
1539667402          22.66     21.89     467.76    500.00    
1539667434          22.61     21.94     468.30    500.00    
1539667466          22.65     21.93     473.00    500.00    
1539667498          22.61     21.89     472.10    500.00    
1539667531          22.61     21.93     470.83    500.00    
1539667563          22.64     21.87     472.76    500.00    
1539667595          22.60     21.94     469.83    500.00    
1539667627          22.66     21.94     470.70    500.00    
1539667659          22.63     21.91     474.57    500.00    
1539667692          22.64     21.96     472.60    500.00    
1539667724          22.66     21.88     466.42    500.00    
1539667756          22.60     21.93     466.92    500.00    
1539667788          22.65     21.93     469.25    500.00    
1539667820          22.60     21.90     467.99    500.00    
1539667853          22.62     21.94     472.81    500.00    
1539667885          22.65     21.88     475.11    500.00    
1539667917          22.60     21.94     472.18    500.00    
1539667949          22.66     21.92     470.58    500.00    
1539667981          22.61     21.90     467.78    500.00    
1539668014          22.62     21.94     466.37    500.00    
1539668046          22.64     21.87     467.30    500.00    
1539668078          22.59     21.93     466.34    500.00    
1539668110          22.65     21.92     468.00    500.00    
1539668142          22.62     21.89     467.04    500.00    
1539668175          22.61     21.94     473.37    500.00    
1539668207          22.66     21.89     474.30    500.00    
1539668239          22.59     21.93     472.25    500.00    
1539668271          22.64     21.94     469.09    500.00    
1539668303          22.64     21.88     469.73    500.00    
1539668336          22.64     21.96     470.62    500.00    
1539668368          22.69     21.93     473.81    500.00    
1539668400          22.63     21.94     472.05    500.00    
1539668432          22.67     21.97     472.92    500.00    
1539668465          22.69     21.91     471.79    500.00    
1539668497          22.63     21.97     467.30    500.00    
1539668529          22.70     21.95     469.33    500.00    
1539668561          22.64     21.95     470.56    500.00    
1539668593          22.68     21.98     470.64    500.00    
1539668626          22.68     21.90     469.27    500.00    
1539668658          22.64     21.97     471.21    500.00    
1539668690          22.69     21.94     472.99    500.00    
1539668722          22.64     21.95     472.15    500.00    
1539668754          22.68     21.98     472.02    500.00    
1539668787          22.69     21.91     470.31    500.00    
1539668819          22.65     21.97     470.75    500.00    
1539668851          22.70     21.95     472.11    500.00    
1539668883          22.64     21.95     469.73    500.00    
1539668915          22.67     21.97     466.57    500.00    
1539668948          22.68     21.91     467.04    500.00    
1539668980          22.64     21.97     469.04    500.00    
1539669012          22.69     21.94     473.05    500.00    
1539669044          22.64     21.95     470.70    500.00    
