Time [sec]          Ch A [K]  Ch B [K]  Ch C [K]  Ch D [K]  
1542108225          39.72     52.72     505.00    21.54     
1542108247          39.73     52.75     505.00    21.54     
1542108269          39.76     52.78     505.00    21.54     
1542108291          39.77     52.81     505.00    21.53     
1542108313          39.79     52.83     505.00    21.54     
1542108335          39.80     52.87     505.00    21.54     
1542108357          39.83     52.90     505.00    21.54     
1542108379          39.85     52.92     505.00    21.54     
1542108401          39.86     52.95     505.00    21.54     
1542108423          39.88     52.98     505.00    21.54     
1542108445          39.89     53.01     505.00    21.54     
1542108467          39.91     53.03     505.00    21.54     
1542108489          39.93     53.06     505.00    21.54     
1542108511          39.95     53.09     505.00    21.54     
1542108533          39.97     53.11     505.00    21.54     
1542108555          39.98     53.14     505.00    21.54     
1542108577          39.99     53.16     505.00    21.54     
1542108599          40.02     53.19     505.00    21.55     
1542108621          40.04     53.22     505.00    21.53     
1542108643          40.05     53.25     505.00    21.54     
1542108665          40.07     53.27     505.00    21.55     
1542108687          40.09     53.30     505.00    21.54     
1542108709          40.10     53.32     505.00    21.54     
1542108732          40.12     53.35     505.00    21.54     
1542108754          40.14     53.38     505.00    21.54     
1542108776          40.16     53.40     505.00    21.54     
1542108798          40.17     53.43     505.00    21.54     
1542108820          40.19     53.45     505.00    21.53     
1542108842          40.20     53.48     505.00    21.54     
1542108864          40.22     53.51     505.00    21.55     
1542108886          40.22     53.52     505.00    21.55     
1542108908          40.24     53.55     505.00    21.54     
1542108930          40.26     53.58     505.00    21.54     
1542108952          40.28     53.60     505.00    21.54     
1542108974          40.29     53.63     505.00    21.55     
1542108996          40.31     53.66     505.00    21.54     
1542109018          40.33     53.67     505.00    21.55     
1542109040          40.34     53.70     505.00    21.54     
1542109062          40.36     53.73     505.00    21.53     
1542109084          40.38     53.75     505.00    21.53     
1542109106          40.40     53.77     505.00    21.54     
1542109128          40.41     53.80     505.00    21.53     
1542109150          40.42     53.83     505.00    21.53     
1542109172          40.44     53.85     505.00    21.54     
1542109194          40.45     53.87     505.00    21.53     
1542109216          40.46     53.90     505.00    21.54     
1542109238          40.48     53.92     505.00    21.54     
1542109260          40.50     53.95     505.00    21.53     
1542109282          40.51     53.97     505.00    21.55     
1542109304          40.52     53.99     505.00    21.54     
1542109326          40.54     54.01     505.00    21.54     
1542109348          40.55     54.04     505.00    21.54     
1542109370          40.57     54.06     505.00    21.54     
1542109392          40.57     54.09     505.00    21.54     
1542109414          40.59     54.10     505.00    21.54     
1542109436          40.61     54.13     505.00    21.54     
1542109458          40.62     54.15     505.00    21.55     
1542109480          40.63     54.17     505.00    21.54     
1542109502          40.65     54.20     505.00    21.54     
1542109524          40.67     54.22     505.00    21.54     
1542109546          40.68     54.24     505.00    21.54     
1542109568          40.70     54.27     505.00    21.54     
1542109590          40.71     54.30     505.00    21.54     
1542109613          40.73     54.33     505.00    21.54     
1542109635          40.75     54.38     505.00    21.54     
1542109657          40.76     54.42     505.00    21.54     
1542109679          40.78     54.47     505.00    21.54     
1542109701          40.80     54.52     505.00    21.54     
1542109723          40.82     54.57     505.00    21.53     
1542109745          40.85     54.62     505.00    21.54     
1542109767          40.87     54.66     505.00    21.54     
1542109789          40.90     54.71     505.00    21.54     
1542109811          40.93     54.76     505.00    21.54     
1542109833          40.95     54.80     505.00    21.54     
1542109855          40.97     54.85     505.00    21.54     
1542109877          41.01     54.90     505.00    21.53     
1542109899          41.03     54.95     505.00    21.55     
1542109921          41.06     54.99     505.00    21.55     
1542109943          41.09     55.04     505.00    21.55     
1542109965          41.12     55.09     505.00    21.54     
1542109987          41.14     55.13     505.00    21.54     
1542110009          41.16     55.17     505.00    21.54     
1542110031          41.19     55.22     505.00    21.55     
1542110053          41.22     55.26     505.00    21.55     
1542110075          41.24     55.31     505.00    21.54     
1542110097          41.27     55.35     505.00    21.54     
1542110119          41.29     55.39     505.00    21.54     
1542110141          41.32     55.44     505.00    21.54     
1542110163          41.35     55.48     505.00    21.54     
1542110185          41.38     55.52     505.00    21.55     
1542110207          41.40     55.57     505.00    21.54     
1542110229          41.43     55.61     505.00    21.54     
1542110251          41.47     55.65     505.00    21.54     
1542110273          41.49     55.70     505.00    21.55     
1542110295          41.51     55.74     505.00    21.54     
1542110317          41.54     55.78     505.00    21.53     
1542110339          41.57     55.83     505.00    21.54     
1542110361          41.59     55.86     505.00    21.54     
1542110383          41.61     55.91     505.00    21.53     
1542110405          41.64     55.95     505.00    21.54     
1542110427          41.67     55.99     505.00    21.55     
1542110449          41.69     56.03     505.00    21.55     
1542110471          41.72     56.07     505.00    21.54     
1542110494          41.74     56.12     505.00    21.55     
1542110516          41.77     56.16     505.00    21.53     
1542110538          41.80     56.20     505.00    21.54     
1542110560          41.81     56.24     505.00    21.54     
1542110582          41.85     56.28     505.00    21.54     
1542110604          41.87     56.32     505.00    21.54     
1542110626          41.89     56.36     505.00    21.55     
1542110648          41.92     56.40     505.00    21.55     
1542110670          41.94     56.44     505.00    21.55     
1542110692          41.97     56.48     505.00    21.54     
1542110714          41.99     56.52     505.00    21.55     
1542110736          42.02     56.55     505.00    21.55     
1542110758          42.04     56.59     505.00    21.54     
1542110780          42.06     56.63     505.00    21.55     
1542110802          42.09     56.67     505.00    21.55     
1542110824          42.11     56.71     505.00    21.55     
1542110846          42.13     56.75     505.00    21.55     
1542110868          42.15     56.78     505.00    21.56     
1542110890          42.17     56.82     505.00    21.54     
1542110912          42.19     56.86     505.00    21.55     
1542110934          42.22     56.90     505.00    21.54     
1542110956          42.24     56.93     505.00    21.54     
1542110978          42.26     56.97     505.00    21.54     
1542111000          42.29     57.01     505.00    21.54     
1542111022          42.31     57.05     505.00    21.55     
1542111044          42.34     57.08     505.00    21.54     
1542111066          42.35     57.12     505.00    21.55     
1542111088          42.38     57.16     505.00    21.55     
1542111110          42.41     57.19     505.00    21.55     
1542111132          42.42     57.23     505.00    21.55     
1542111154          42.45     57.26     505.00    21.54     
1542111176          42.47     57.30     505.00    21.54     
1542111198          42.49     57.33     505.00    21.54     
1542111220          42.51     57.37     505.00    21.54     
1542111242          42.54     57.40     505.00    21.54     
1542111264          42.56     57.44     505.00    21.54     
1542111286          42.58     57.48     505.00    21.55     
1542111308          42.60     57.51     505.00    21.54     
1542111330          42.62     57.55     505.00    21.53     
1542111352          42.64     57.58     505.00    21.54     
1542111375          42.66     57.61     505.00    21.54     
1542111397          42.69     57.65     505.00    21.55     
1542111419          42.71     57.69     505.00    21.55     
1542111441          42.73     57.72     505.00    21.54     
1542111463          42.75     57.76     505.00    21.55     
1542111485          42.77     57.79     505.00    21.54     
1542111507          42.80     57.83     505.00    21.53     
1542111529          42.82     57.86     505.00    21.54     
1542111551          42.84     57.89     505.00    21.55     
1542111573          42.86     57.93     505.00    21.53     
1542111595          42.88     57.96     505.00    21.54     
1542111617          42.90     58.00     505.00    21.55     
1542111639          42.91     58.03     505.00    21.54     
1542111661          42.94     58.06     505.00    21.55     
1542111683          42.96     58.10     505.00    21.54     
1542111705          42.98     58.13     505.00    21.54     
1542111727          43.00     58.16     505.00    21.54     
1542111749          43.02     58.20     505.00    21.54     
1542111771          43.04     58.23     505.00    21.55     
1542111793          43.06     58.26     505.00    21.54     
1542111815          43.09     58.30     505.00    21.54     
1542111837          43.11     58.33     505.00    21.55     
1542111859          43.13     58.36     505.00    21.55     
1542111881          43.15     58.40     505.00    21.54     
1542111903          43.16     58.43     505.00    21.55     
1542111925          43.18     58.46     505.00    21.55     
1542111947          43.20     58.49     505.00    21.54     
1542111969          43.23     58.52     505.00    21.53     
1542111991          43.24     58.55     505.00    21.55     
1542112013          43.26     58.59     505.00    21.54     
1542112035          43.28     58.62     505.00    21.54     
1542112057          43.30     58.65     505.00    21.55     
1542112079          43.32     58.68     505.00    21.55     
1542112101          43.34     58.72     505.00    21.54     
1542112123          43.36     58.75     505.00    21.55     
1542112145          43.38     58.78     505.00    21.54     
1542112167          43.40     58.81     505.00    21.54     
1542112189          43.42     58.84     505.00    21.54     
1542112211          43.43     58.87     505.00    21.54     
1542112233          43.46     58.91     505.00    21.53     
1542112255          43.48     58.94     505.00    21.53     
1542112278          43.49     58.96     505.00    21.54     
1542112300          43.51     58.99     505.00    21.54     
1542112322          43.53     59.03     505.00    21.52     
1542112344          43.55     59.06     505.00    21.54     
1542112366          43.56     59.09     505.00    21.53     
1542112388          43.59     59.12     505.00    21.54     
1542112410          43.60     59.15     505.00    21.54     
1542112432          43.62     59.18     505.00    21.54     
1542112454          43.64     59.21     505.00    21.54     
1542112476          43.65     59.24     505.00    21.54     
1542112498          43.67     59.27     505.00    21.53     
1542112520          43.69     59.30     505.00    21.55     
1542112542          43.71     59.33     505.00    21.53     
1542112564          43.72     59.36     505.00    21.54     
1542112586          43.74     59.39     505.00    21.54     
1542112608          43.76     59.41     505.00    21.55     
1542112630          43.77     59.44     505.00    21.55     
1542112652          43.79     59.47     505.00    21.55     
1542112674          43.81     59.50     505.00    21.55     
1542112696          43.82     59.53     505.00    21.53     
1542112718          43.84     59.56     505.00    21.53     
1542112740          43.86     59.59     505.00    21.53     
1542112762          43.88     59.62     505.00    21.54     
1542112784          43.89     59.65     505.00    21.53     
1542112806          43.92     59.68     505.00    21.54     
1542112828          43.93     59.71     505.00    21.54     
1542112850          43.95     59.74     505.00    21.54     
1542112872          43.97     59.77     505.00    21.54     
1542112894          43.97     59.79     505.00    21.54     
1542112916          43.99     59.82     505.00    21.53     
1542112938          44.01     59.84     505.00    21.55     
1542112960          44.03     59.87     505.00    21.55     
1542112982          44.04     59.90     505.00    21.54     
1542113004          44.07     59.93     505.00    21.54     
1542113026          44.09     59.96     505.00    21.54     
1542113048          44.10     59.99     505.00    21.54     
1542113070          44.13     60.02     505.00    21.54     
1542113092          44.14     60.05     505.00    21.53     
1542113114          44.15     60.07     505.00    21.53     
1542113136          44.16     60.10     505.00    21.54     
1542113159          44.18     60.13     505.00    21.53     
1542113181          44.20     60.15     505.00    21.54     
1542113203          44.22     60.18     505.00    21.55     
1542113225          44.24     60.21     505.00    21.54     
1542113247          44.25     60.24     505.00    21.55     
1542113269          44.28     60.27     505.00    21.53     
1542113291          44.29     60.29     505.00    21.54     
1542113313          44.30     60.32     505.00    21.54     
1542113335          44.32     60.35     505.00    21.53     
1542113357          44.34     60.37     505.00    21.54     
1542113379          44.36     60.40     505.00    21.54     
1542113401          44.37     60.43     505.00    21.54     
1542113423          44.39     60.45     505.00    21.54     
1542113445          44.40     60.48     505.00    21.54     
1542113467          44.42     60.51     505.00    21.54     
1542113489          44.43     60.53     505.00    21.54     
1542113511          44.45     60.57     505.00    21.54     
1542113533          44.47     60.59     505.00    21.54     
1542113555          44.48     60.62     505.00    21.55     
1542113577          44.49     60.64     505.00    21.55     
1542113599          44.51     60.67     505.00    21.54     
1542113621          44.53     60.70     505.00    21.54     
1542113643          44.54     60.72     505.00    21.54     
1542113665          44.56     60.75     505.00    21.54     
1542113687          44.57     60.77     505.00    21.54     
1542113709          44.59     60.80     505.00    21.54     
1542113731          44.60     60.82     505.00    21.54     
1542113753          44.62     60.85     505.00    21.54     
1542113775          44.64     60.88     505.00    21.54     
1542113797          44.65     60.90     505.00    21.55     
1542113819          44.67     60.92     505.00    21.54     
1542113841          44.68     60.95     505.00    21.55     
1542113863          44.70     60.98     505.00    21.54     
1542113885          44.72     61.01     505.00    21.54     
1542113907          44.73     61.03     505.00    21.54     
1542113929          44.74     61.06     505.00    21.54     
1542113951          44.76     61.08     505.00    21.55     
1542113973          44.77     61.11     505.00    21.54     
1542113995          44.79     61.13     505.00    21.55     
1542114018          44.80     61.16     505.00    21.55     
1542114040          44.82     61.19     505.00    21.54     
1542114062          44.83     61.21     505.00    21.54     
1542114084          44.84     61.23     505.00    21.54     
1542114106          44.87     61.26     505.00    21.54     
1542114128          44.88     61.28     505.00    21.54     
1542114150          44.90     61.30     505.00    21.53     
1542114172          44.91     61.33     505.00    21.54     
1542114194          44.93     61.36     505.00    21.54     
1542114216          44.94     61.38     505.00    21.54     
1542114238          44.96     61.41     505.00    21.55     
1542114260          44.97     61.43     505.00    21.54     
1542114282          44.98     61.46     505.00    21.54     
1542114304          45.01     61.48     505.00    21.54     
1542114326          45.02     61.51     505.00    21.54     
1542114348          45.03     61.53     505.00    21.54     
1542114370          45.05     61.55     505.00    21.53     
1542114392          45.06     61.58     505.00    21.54     
1542114414          45.07     61.60     505.00    21.54     
1542114436          45.09     61.63     505.00    21.54     
1542114458          45.10     61.65     505.00    21.54     
1542114480          45.11     61.68     505.00    21.54     
1542114502          45.12     61.70     505.00    21.54     
1542114524          45.14     61.72     505.00    21.54     
1542114546          45.15     61.75     505.00    21.54     
1542114568          45.17     61.77     505.00    21.54     
1542114590          45.18     61.79     505.00    21.53     
1542114612          45.20     61.82     505.00    21.54     
1542114634          45.21     61.84     505.00    21.54     
1542114656          45.23     61.87     505.00    21.54     
1542114678          45.25     61.89     505.00    21.54     
1542114700          45.26     61.92     505.00    21.54     
1542114722          45.28     61.94     505.00    21.55     
1542114744          45.29     61.96     505.00    21.53     
1542114766          45.30     61.99     505.00    21.55     
1542114788          45.31     62.01     505.00    21.53     
1542114810          45.33     62.03     505.00    21.53     
1542114832          45.35     62.06     505.00    21.54     
1542114854          45.36     62.08     505.00    21.54     
1542114876          45.37     62.10     505.00    21.54     
1542114899          45.38     62.13     505.00    21.54     
1542114921          45.40     62.15     505.00    21.55     
1542114943          45.41     62.17     505.00    21.54     
1542114965          45.41     62.19     505.00    21.54     
1542114987          45.43     62.22     505.00    21.53     
1542115009          45.44     62.25     505.00    21.53     
1542115031          45.46     62.29     505.00    21.54     
1542115053          45.47     62.33     505.00    21.54     
1542115075          45.49     62.37     505.00    21.55     
1542115097          45.51     62.42     505.00    21.54     
1542115119          45.52     62.46     505.00    21.54     
1542115141          45.54     62.50     505.00    21.55     
1542115163          45.56     62.54     505.00    21.54     
1542115185          45.58     62.58     505.00    21.54     
1542115207          45.60     62.62     505.00    21.55     
1542115229          45.63     62.66     505.00    21.54     
1542115251          45.65     62.70     505.00    21.55     
1542115273          45.67     62.74     505.00    21.54     
1542115295          45.69     62.78     505.00    21.55     
1542115317          45.70     62.81     505.00    21.55     
1542115339          45.73     62.84     505.00    21.55     
1542115361          45.74     62.87     505.00    21.55     
1542115383          45.77     62.91     505.00    21.55     
1542115405          45.79     62.95     505.00    21.54     
1542115427          45.81     62.98     505.00    21.55     
1542115449          45.83     63.02     505.00    21.55     
1542115471          45.84     63.06     505.00    21.54     
1542115493          45.86     63.10     505.00    21.55     
1542115515          45.88     63.14     505.00    21.54     
1542115537          45.90     63.17     505.00    21.54     
1542115559          45.93     63.22     505.00    21.54     
1542115581          45.95     63.25     505.00    21.54     
1542115603          45.97     63.29     505.00    21.54     
1542115625          45.99     63.33     505.00    21.53     
1542115647          46.01     63.37     505.00    21.54     
1542115669          46.03     63.41     505.00    21.54     
1542115691          46.06     63.45     505.00    21.54     
1542115713          46.08     63.49     505.00    21.54     
1542115735          46.10     63.53     505.00    21.54     
1542115757          46.13     63.56     505.00    21.54     
1542115779          46.14     63.60     505.00    21.54     
1542115802          46.17     63.64     505.00    21.55     
1542115824          46.19     63.68     505.00    21.54     
1542115846          46.20     63.72     505.00    21.54     
1542115868          46.23     63.76     505.00    21.55     
1542115890          46.25     63.79     505.00    21.54     
1542115912          46.28     63.83     505.00    21.55     
1542115934          46.30     63.87     505.00    21.53     
1542115956          46.33     63.91     505.00    21.53     
1542115978          46.34     63.95     505.00    21.54     
1542116000          46.37     63.98     505.00    21.54     
1542116022          46.39     64.02     505.00    21.54     
1542116044          46.41     64.06     505.00    21.54     
1542116066          46.43     64.10     505.00    21.54     
1542116088          46.46     64.13     505.00    21.54     
1542116110          46.48     64.17     505.00    21.54     
1542116132          46.50     64.21     505.00    21.55     
1542116154          46.52     64.25     505.00    21.54     
1542116176          46.54     64.28     505.00    21.55     
1542116198          46.56     64.32     505.00    21.55     
1542116220          46.58     64.35     505.00    21.55     
1542116242          46.60     64.39     505.00    21.56     
1542116264          46.62     64.43     505.00    21.55     
1542116286          46.64     64.46     505.00    21.54     
1542116308          46.65     64.49     505.00    21.55     
1542116330          46.68     64.53     505.00    21.55     
1542116352          46.70     64.57     505.00    21.55     
1542116374          46.72     64.60     505.00    21.54     
1542116396          46.75     64.64     505.00    21.55     
1542116418          46.76     64.68     505.00    21.55     
1542116440          46.79     64.71     505.00    21.54     
1542116462          46.81     64.75     505.00    21.54     
1542116484          46.83     64.78     505.00    21.55     
1542116506          46.85     64.81     505.00    21.55     
1542116528          46.87     64.85     505.00    21.55     
1542116550          46.89     64.89     505.00    21.55     
1542116572          46.91     64.92     505.00    21.56     
1542116594          46.93     64.96     505.00    21.55     
1542116616          46.95     64.99     505.00    21.54     
1542116638          46.98     65.03     505.00    21.55     
1542116660          46.99     65.06     505.00    21.55     
1542116683          47.01     65.10     505.00    21.55     
1542116705          47.03     65.13     505.00    21.55     
1542116727          47.05     65.16     505.00    21.54     
1542116749          47.08     65.20     505.00    21.55     
1542116771          47.09     65.23     505.00    21.55     
1542116793          47.11     65.27     505.00    21.55     
1542116815          47.14     65.30     505.00    21.54     
1542116837          47.15     65.33     505.00    21.55     
1542116859          47.17     65.37     505.00    21.55     
1542116881          47.19     65.40     505.00    21.54     
1542116903          47.22     65.44     505.00    21.55     
1542116925          47.23     65.47     505.00    21.55     
1542116947          47.26     65.51     505.00    21.55     
1542116969          47.27     65.54     505.00    21.55     
1542116991          47.29     65.57     505.00    21.55     
1542117013          47.30     65.60     505.00    21.55     
1542117035          47.32     65.64     505.00    21.55     
1542117057          47.34     65.67     505.00    21.55     
1542117079          47.37     65.71     505.00    21.56     
1542117101          47.38     65.74     505.00    21.54     
1542117123          47.40     65.77     505.00    21.55     
1542117145          47.41     65.80     505.00    21.55     
1542117167          47.43     65.83     505.00    21.55     
1542117189          47.45     65.86     505.00    21.55     
1542117211          47.47     65.90     505.00    21.55     
1542117233          47.49     65.93     505.00    21.54     
1542117255          47.51     65.96     505.00    21.54     
1542117277          47.53     66.00     505.00    21.54     
1542117299          47.55     66.03     505.00    21.55     
1542117321          47.56     66.06     505.00    21.54     
1542117343          47.59     66.09     505.00    21.55     
1542117365          47.61     66.13     505.00    21.55     
1542117387          47.62     66.16     505.00    21.55     
1542117409          47.64     66.19     505.00    21.54     
1542117431          47.65     66.22     505.00    21.55     
1542117453          47.67     66.25     505.00    21.55     
1542117475          47.69     66.28     505.00    21.55     
1542117497          47.70     66.31     505.00    21.55     
1542117519          47.73     66.35     505.00    21.55     
1542117541          47.74     66.38     505.00    21.55     
1542117563          47.76     66.41     505.00    21.55     
1542117585          47.78     66.44     505.00    21.54     
1542117608          47.80     66.47     505.00    21.56     
1542117630          47.82     66.50     505.00    21.55     
1542117652          47.83     66.53     505.00    21.55     
1542117674          47.85     66.56     505.00    21.55     
1542117696          47.87     66.60     505.00    21.55     
1542117718          47.88     66.62     505.00    21.56     
1542117740          47.90     66.66     505.00    21.55     
1542117762          47.92     66.69     505.00    21.55     
1542117784          47.94     66.72     505.00    21.56     
1542117806          47.96     66.75     505.00    21.56     
1542117828          47.98     66.78     505.00    21.55     
1542117850          47.98     66.81     505.00    21.55     
1542117872          48.01     66.84     505.00    21.55     
1542117894          48.03     66.87     505.00    21.56     
1542117916          48.05     66.90     505.00    21.56     
1542117938          48.06     66.93     505.00    21.55     
1542117960          48.08     66.96     505.00    21.54     
1542117982          48.10     66.99     505.00    21.56     
1542118004          48.11     67.02     505.00    21.56     
1542118026          48.13     67.05     505.00    21.56     
1542118048          48.15     67.08     505.00    21.56     
1542118070          48.17     67.11     505.00    21.55     
1542118092          48.18     67.14     505.00    21.54     
1542118114          48.20     67.17     505.00    21.55     
1542118136          48.22     67.19     505.00    21.55     
1542118158          48.23     67.22     505.00    21.55     
1542118180          48.25     67.25     505.00    21.55     
1542118202          48.26     67.28     505.00    21.55     
1542118224          48.28     67.31     505.00    21.55     
1542118246          48.30     67.34     505.00    21.56     
1542118268          48.31     67.37     505.00    21.55     
1542118290          48.33     67.40     505.00    21.55     
1542118312          48.34     67.43     505.00    21.55     
1542118334          48.35     67.46     505.00    21.55     
1542118356          48.37     67.48     505.00    21.55     
1542118378          48.39     67.52     505.00    21.56     
1542118400          48.41     67.54     505.00    21.55     
1542118422          48.42     67.57     505.00    21.56     
1542118444          48.44     67.60     505.00    21.55     
1542118466          48.45     67.63     505.00    21.55     
1542118489          48.47     67.66     505.00    21.55     
1542118511          48.49     67.69     505.00    21.55     
1542118533          48.51     67.72     505.00    21.56     
1542118555          48.52     67.75     505.00    21.55     
1542118577          48.54     67.77     505.00    21.55     
1542118599          48.55     67.80     505.00    21.55     
1542118621          48.57     67.83     505.00    21.55     
1542118643          48.59     67.86     505.00    21.55     
1542118665          48.60     67.88     505.00    21.55     
1542118687          48.62     67.91     505.00    21.56     
1542118709          48.63     67.94     505.00    21.56     
1542118731          48.65     67.96     505.00    21.54     
1542118753          48.67     68.00     505.00    21.54     
1542118775          48.68     68.02     505.00    21.56     
1542118797          48.70     68.05     505.00    21.56     
1542118819          48.72     68.08     505.00    21.55     
1542118841          48.73     68.11     505.00    21.56     
1542118863          48.75     68.13     505.00    21.55     
1542118885          48.77     68.16     505.00    21.55     
1542118907          48.78     68.19     505.00    21.54     
1542118929          48.80     68.22     505.00    21.56     
1542118951          48.81     68.25     505.00    21.55     
1542118973          48.83     68.27     505.00    21.55     
1542118995          48.84     68.30     505.00    21.55     
1542119017          48.86     68.33     505.00    21.55     
1542119039          48.88     68.35     505.00    21.55     
1542119061          48.89     68.38     505.00    21.55     
1542119083          48.91     68.41     505.00    21.54     
1542119105          48.92     68.44     505.00    21.55     
1542119127          48.93     68.46     505.00    21.55     
1542119149          48.95     68.49     505.00    21.55     
1542119171          48.97     68.52     505.00    21.55     
1542119193          48.98     68.54     505.00    21.56     
1542119215          49.00     68.57     505.00    21.56     
1542119237          49.01     68.60     505.00    21.55     
1542119260          49.03     68.62     505.00    21.56     
1542119282          49.04     68.65     505.00    21.56     
1542119304          49.05     68.68     505.00    21.56     
1542119326          49.06     68.70     505.00    21.56     
1542119348          49.08     68.73     505.00    21.56     
1542119370          49.10     68.75     505.00    21.55     
1542119392          49.11     68.78     505.00    21.54     
1542119414          49.13     68.81     505.00    21.55     
1542119436          49.14     68.83     505.00    21.55     
1542119458          49.16     68.86     505.00    21.55     
1542119480          49.17     68.89     505.00    21.56     
1542119502          49.19     68.91     505.00    21.55     
1542119524          49.21     68.94     505.00    21.55     
1542119546          49.22     68.97     505.00    21.56     
1542119568          49.24     68.99     505.00    21.55     
1542119590          49.25     69.02     505.00    21.56     
1542119612          49.27     69.04     505.00    21.55     
1542119634          49.28     69.07     505.00    21.55     
1542119656          49.29     69.09     505.00    21.56     
1542119678          49.31     69.12     505.00    21.55     
1542119700          49.33     69.14     505.00    21.55     
1542119722          49.34     69.17     505.00    21.56     
1542119744          49.35     69.19     505.00    21.55     
1542119766          49.37     69.22     505.00    21.55     
1542119788          49.38     69.24     505.00    21.55     
1542119810          49.40     69.27     505.00    21.55     
1542119832          49.41     69.30     505.00    21.55     
1542119854          49.42     69.32     505.00    21.55     
1542119876          49.44     69.34     505.00    21.55     
1542119898          49.46     69.37     505.00    21.55     
1542119920          49.47     69.39     505.00    21.55     
1542119942          49.48     69.42     505.00    21.55     
1542119964          49.49     69.44     505.00    21.55     
1542119986          49.51     69.47     505.00    21.55     
1542120008          49.53     69.50     505.00    21.56     
1542120031          49.55     69.52     505.00    21.56     
1542120053          49.56     69.55     505.00    21.56     
1542120075          49.57     69.57     505.00    21.55     
1542120097          49.58     69.59     505.00    21.55     
1542120119          49.60     69.62     505.00    21.55     
1542120141          49.62     69.64     505.00    21.56     
1542120163          49.63     69.67     505.00    21.55     
1542120185          49.65     69.69     505.00    21.55     
1542120207          49.66     69.72     505.00    21.55     
1542120229          49.67     69.74     505.00    21.56     
1542120251          49.68     69.77     505.00    21.56     
1542120273          49.70     69.79     505.00    21.56     
1542120295          49.72     69.81     505.00    21.56     
1542120317          49.72     69.83     505.00    21.56     
1542120339          49.74     69.86     505.00    21.56     
1542120361          49.75     69.89     505.00    21.56     
1542120383          49.76     69.91     505.00    21.56     
1542120405          49.78     69.94     505.00    21.56     
1542120427          49.78     69.97     505.00    21.55     
1542120449          49.80     70.01     505.00    21.55     
1542120471          49.81     70.04     505.00    21.56     
1542120493          49.82     70.08     505.00    21.56     
1542120515          49.84     70.12     505.00    21.56     
1542120537          49.85     70.16     505.00    21.56     
1542120559          49.87     70.19     505.00    21.56     
1542120581          49.88     70.23     505.00    21.55     
1542120603          49.91     70.28     505.00    21.55     
1542120625          49.92     70.31     505.00    21.56     
1542120647          49.94     70.35     505.00    21.55     
1542120669          49.96     70.39     505.00    21.55     
1542120691          49.98     70.43     505.00    21.55     
1542120713          49.99     70.47     505.00    21.55     
1542120735          50.02     70.51     505.00    21.56     
1542120757          50.05     70.55     505.00    21.56     
1542120779          50.06     70.59     505.00    21.55     
1542120801          50.09     70.63     505.00    21.55     
1542120823          50.11     70.67     505.00    21.55     
1542120845          50.12     70.71     505.00    21.56     
1542120867          50.15     70.75     505.00    21.57     
1542120889          50.17     70.79     505.00    21.56     
1542120911          50.20     70.83     505.00    21.56     
1542120934          50.22     70.87     505.00    21.55     
1542120956          50.24     70.91     505.00    21.55     
1542120978          50.26     70.95     505.00    21.55     
1542121000          50.27     70.98     505.00    21.56     
1542121022          50.30     71.02     505.00    21.56     
1542121044          50.32     71.06     505.00    21.55     
1542121066          50.34     71.09     505.00    21.56     
1542121088          50.36     71.13     505.00    21.56     
1542121110          50.39     71.17     505.00    21.56     
1542121132          50.40     71.21     505.00    21.56     
1542121154          50.42     71.24     505.00    21.57     
1542121176          50.45     71.28     505.00    21.55     
1542121198          50.47     71.32     505.00    21.55     
1542121220          50.50     71.36     505.00    21.56     
1542121242          50.52     71.40     505.00    21.55     
1542121264          50.54     71.44     505.00    21.55     
1542121286          50.56     71.47     505.00    21.56     
1542121308          50.58     71.51     505.00    21.55     
1542121330          50.60     71.55     505.00    21.56     
1542121352          50.63     71.58     505.00    21.55     
1542121374          50.65     71.62     505.00    21.56     
1542121396          50.67     71.66     505.00    21.56     
1542121418          50.69     71.69     505.00    21.56     
1542121440          50.71     71.73     505.00    21.57     
1542121462          50.73     71.77     505.00    21.55     
1542121484          50.75     71.81     505.00    21.55     
1542121506          50.77     71.84     505.00    21.55     
1542121528          50.80     71.88     505.00    21.57     
1542121550          50.82     71.92     505.00    21.56     
1542121572          50.84     71.95     505.00    21.55     
1542121594          50.86     71.99     505.00    21.55     
1542121616          50.88     72.02     505.00    21.55     
1542121638          50.91     72.06     505.00    21.57     
1542121660          50.92     72.10     505.00    21.55     
1542121682          50.93     72.13     505.00    21.55     
1542121704          50.95     72.17     505.00    21.57     
1542121726          50.98     72.20     505.00    21.56     
1542121748          51.00     72.24     505.00    21.56     
1542121770          51.01     72.28     505.00    21.55     
1542121792          51.03     72.31     505.00    21.56     
1542121814          51.05     72.35     505.00    21.55     
1542121837          51.07     72.39     505.00    21.56     
1542121859          51.09     72.42     505.00    21.55     
1542121881          51.11     72.45     505.00    21.56     
1542121903          51.13     72.49     505.00    21.57     
1542121925          51.15     72.52     505.00    21.56     
1542121947          51.17     72.56     505.00    21.55     
1542121969          51.19     72.59     505.00    21.56     
1542121991          51.21     72.63     505.00    21.55     
1542122013          51.23     72.66     505.00    21.56     
1542122035          51.24     72.70     505.00    21.56     
1542122057          51.27     72.73     505.00    21.55     
1542122079          51.29     72.77     505.00    21.55     
1542122101          51.31     72.81     505.00    21.55     
1542122123          51.32     72.84     505.00    21.55     
1542122145          51.34     72.87     505.00    21.56     
1542122167          51.36     72.91     505.00    21.56     
